Seccion,Manzana,Parcela,SMP,Expediente,Nomenclacion par,Fecha de registro,Direccion,Comuna 1,Codigo postal,Codigo postal argentino,Tipo obra,Superficie (m2),Direccion normalizada,Lon,Lat,Calle,Altura,Barrio,Comuna
 , , , - - ,21660743/17,,2018-02-09,ATENAS 2989,Comuna 15,1431,C1431CYC,Obra Menor,103.43,ATENAS 2989,-58.483477247545395,-34.5831410726447,ATENAS,2989,Parque Chas,15
015,067,037a,015-067-037a,22207260/18,19-15-67-37a,2018-08-22,AUSTRIA 1938/40,Comuna 2,1425,C1425EGF,Obra Mayor,3212.77,AUSTRIA 1938,-58.4059094599887,-34.5893191815423,AUSTRIA,1938,Recoleta,2
058,146,0T001,058-146-0T001,21206257/18,1-58-146-0T001,2018-10-16,AUT.CAMPORA,,,,Obra Mayor,43024.39,AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA,,,AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA,,,
032,031,017,032-031-017,18402469/17,032-031-017,2018-11-15,AV. BOEDO 1974,Comuna 5,1239,C1239AAW,Micro Obra,,BOEDO AV. 1974,-58.4161232187313,-34.6368254851506,BOEDO AV.,1974,Boedo,5
058,053Q,000C,058-053Q-000C,12549810/18,058-053Q-000C,2018-11-05,AV. CORONEL ROCA 3451,Comuna 8,1437,C1437KAA,Obra Media,1000,"ROCA, CNEL. AV. 3451",-58.4417209930062,-34.6673705796543,"ROCA, CNEL. AV.",3451,Villa Soldati,8
 , , , - - ,6500614/18,,2018-11-15,AV. CORONEL ROCA 3480,Comuna 8,1437,C1437KAN,Obra Mayor,5279.02,"ROCA, CNEL. AV. 3480",-58.4416661165709,-34.667702110420606,"ROCA, CNEL. AV.",3480,Villa Soldati,8
 , , , - - ,26123315/17,,2018-02-09,AV. DE MAYO 866,Comuna 1,1084,C1084AAQ,Obra Mayor,6069.81,DE MAYO AV. 866,-58.378731744311,-34.6089445346602,DE MAYO AV.,866,Monserrat,1
095,030,015,095-030-015,30424263/17,095-030-015,2018-11-08,AV. RIVADAVIA 10699,Comuna 9,1408,C1408AAG,Obra Mayor,2766.67,RIVADAVIA AV. 10699,-58.5142007533761,-34.639143295042,RIVADAVIA AV.,10699,Liniers,9
046,157,002a,046-157-002a,23835699/17,046-157-002A,2018-11-15,AV. SAENZ 1447,Comuna 4,1437,C1437DOG,Obra Menor,299.91,SAENZ AV. 1447,-58.41703137123511,-34.6580686149255,SAENZ AV.,1447,Nueva Pompeya,4
 , , , - - ,24921004/16,,2018-03-21,AV.AVELLANEDA 952/62,Comuna 6,1405,C1405CNW,Obra Mayor,5585.87,AVELLANEDA 952,-58.443979459481795,-34.6167135300146,AVELLANEDA,952,Caballito,6
089,092,017t,089-092-017t,25676300/18,15-89-92-17t,2019-05-02,AV.BEIRO 4639/53,Comuna 11,1419,C1419HZI,Micro Obra,,"BEIRO, FRANCISCO AV. 4639",-58.5161470914505,-34.6084583450556,"BEIRO, FRANCISCO AV.",4639,Villa Devoto,11
002,004,5,002-004-5,20947428/17,13-2-4-5/6/25,2017-10-25,AV.BELGRANO 1746/68,Comuna 1,1093,C1093AAS,Micro Obra,8.42,BELGRANO AV. 1746,-58.3911137664381,-34.613862729881,BELGRANO AV.,1746,Monserrat,1
002,004,6,002-004-6,20947428/17,13-2-4-5/6/25,2017-10-25,AV.BELGRANO 1746/68,Comuna 1,1093,C1093AAS,Micro Obra,8.42,BELGRANO AV. 1746,-58.3911137664381,-34.613862729881,BELGRANO AV.,1746,Monserrat,1
002,004,25,002-004-25,20947428/17,13-2-4-5/6/25,2017-10-25,AV.BELGRANO 1746/68,Comuna 1,1093,C1093AAS,Micro Obra,8.42,BELGRANO AV. 1746,-58.3911137664381,-34.613862729881,BELGRANO AV.,1746,Monserrat,1
 , , , - - ,29868036/17,,2018-03-21,AV.BELGRANO 3673/75,Comuna 5,1210,C1210AAE,Obra Media,1984.15,BELGRANO AV. 3673,-58.418051116494894,-34.6156809506071,BELGRANO AV.,3673,Almagro,5
036,061,013,036-061-013,3913277/17,06-36-061-13,2017-09-15,AV.BELGRANO 4096/00,Comuna 5,1210,C1210AAV,Micro Obra,,BELGRANO 4096,-58.4243663865563,-34.6159255499378,BELGRANO,4096,Almagro,5
 , , , - - ,27246712/17,,2018-02-28,AV.BOEDO 1885/91,Comuna 5,1239,C1239AAI,Obra Media,1249.51,BOEDO AV. 1885,-58.4162848420129,-34.63591092219709,BOEDO AV.,1885,Boedo,5
054,011,023,054-011-023,9221752/16,1-54-11-23,2017-10-12,AV.BRUIX 4360,Comuna 9,1407,C1407IKV,Obra Menor,144.59,BRUIX AV. 4360,-58.4860867050694,-34.647255730325696,BRUIX AV.,4360,Parque Avellaneda,9
023,034,011,023-034-011,18083510/17,17-23-34-11,2017-12-18,AV.CABILDO 1117/23,Comuna 14,1426,C1426AAL,Obra Mayor,3988.2,CABILDO AV. 1117,-58.4472729071589,-34.5686418955965,CABILDO AV.,1117,Palermo,14
 , , , - - ,15217883/17,,2018-03-16,AV.CABILDO 1368/72,Comuna 13,1426,C1426ABN,Obra Mayor,4301.62,CABILDO AV. 1368,-58.4496896997856,-34.567639932062995,CABILDO AV.,1368,Colegiales,13
 , , , - - ,8656685/18,,2018-05-11,AV.CABILDO 20/24,Comuna 14,1426,C1426AAN,Obra Mayor,11945.18,CABILDO AV. 20,-58.43605022844051,-34.5749292360575,CABILDO AV.,20,Palermo,14
 , , , - - ,29706472/17,,2018-04-20,AV.CABILDO 2517/21,Comuna 13,1428,C1428AAH,Obra Mayor,3395.77,CABILDO AV. 2517,-58.459969477967604,-34.5580390430914,CABILDO AV.,2517,Belgrano,13
 , , , - - ,29830015/17,,2018-02-28,AV.CABILDO 3987/99,Comuna 13,1429,C1429AAK,Obra Mayor,4187.84,CABILDO AV. 3987,-58.4696555507995,-34.5468338087435,CABILDO AV.,3987,Nuñez,13
 , , , - - ,6961336/16,,2018-03-12,AV.CABILDO 4496,Comuna 12,1429,C1429ABP,Obra Menor,53.18,CABILDO AV. 4496,-58.4727555336827,-34.5431520358558,CABILDO AV.,4496,Saavedra,12
029,010,008,029-010-008,23173603/17,1-29-010-008,2017-12-14,AV.CABILDO 4693/99,Comuna 13,1429,C1429ABE,Micro Obra,,CABILDO AV. 4693,-58.4735799211775,-34.54157940055,CABILDO AV.,4693,Nuñez,13
 , , , - - ,24904085/15,,2018-04-17,AV.CABILDO 60/68,Comuna 14,1426,C1426AAN,Obra Mayor,12943.11,CABILDO AV. 60,-58.4365897244375,-34.5746440723165,CABILDO AV.,60,Palermo,14
 , , , - - ,11606025/18,,2018-05-21,AV.CALABRIA S/N,,,,Obra Media,1183.92,CALABRIA AV. S/N,,,CALABRIA AV.,0,,
007,003,15,007-003-15,13700780/16,20-07-03-15/16/22,2019-03-18,AV.CALLAO 1055/63,Comuna 2,1023,C1023AAD,Obra Mayor,42767.12,CALLAO AV. 1055,-58.3931628638643,-34.596574568044,CALLAO AV.,1055,Recoleta,2
007,003,16,007-003-16,13700780/16,20-07-03-15/16/22,2019-03-18,AV.CALLAO 1055/63,Comuna 2,1023,C1023AAD,Obra Mayor,42767.12,CALLAO AV. 1055,-58.3931628638643,-34.596574568044,CALLAO AV.,1055,Recoleta,2
007,003,22,007-003-22,13700780/16,20-07-03-15/16/22,2019-03-18,AV.CALLAO 1055/63,Comuna 2,1023,C1023AAD,Obra Mayor,42767.12,CALLAO AV. 1055,-58.3931628638643,-34.596574568044,CALLAO AV.,1055,Recoleta,2
 , , , - - ,30288911/17,,2018-02-16,AV.CALLAO 1834/56,Comuna 2,1024,C1024AAR,Obra Mayor,14076.61,CALLAO AV. 1834,-58.3886781286244,-34.588737191894005,CALLAO AV.,1834,Recoleta,2
011,075,023,011-075-023,7075411/15,19-11-75-23,2017-11-30,AV.CALLAO 924/28,Comuna 2,1023,C1023AAP,Obra Mayor,11357.47,CALLAO AV. 924,-58.393190921850795,-34.598311108337604,CALLAO AV.,924,Recoleta,2
 , , , - - ,29420589/17,,2018-04-06,AV.CHORROARIN 656/62,Comuna 15,1427,C1427CXQ,Obra Media,2452.58,CHORROARIN AV. 656,-58.4735912245077,-34.5895935489932,CHORROARIN AV.,656,Parque Chas,15
044,143A,014,044-143A-014,16816168/18,01-44-143A-014,2018-12-05,AV.COBO 1590,Comuna 7,1406,C1406ILN,Obra Menor,50.81,COBO AV. 1590,-58.43752814534,-34.642843119785496,COBO AV.,1590,Parque Chacabuco,7
044,131,fracc a,044-131-fracc a,10444165/14,1-44-131-FRACC A,2019-01-31,AV.COBO 1631/93,Comuna 7,1406,C1406ILB,Obra Mayor,23717.64,COBO AV. 1631,-58.4386531352814,-34.642935623241804,COBO AV.,1631,Parque Chacabuco,7
041,133,006,041-133-006,16838162/17,16-41-133-6,2017-09-15,AV.CONGRESO 2650/50a,Comuna 13,1428,C1428BVP,Obra Mayor,2661.04,CONGRESO AV. 2650,-58.4647878741345,-34.55671026336,CONGRESO AV.,2650,Belgrano,13
053,043,001a,053-043-001a,12671344/17,16-53-043-001A,2017-09-28,AV.CONGRESO 4606,Comuna 12,1431,C1431AAO,Obra Menor,102.58,CONGRESO AV. 4606,-58.48480383950072,-34.5669917861516,CONGRESO AV.,4606,Villa Urquiza,12
 , , , - - ,3592591/14,,2018-04-16,AV.CONGRESO 4767/71,Comuna 12,1431,C1431AAC,Obra Mayor,2591.75,CONGRESO AV. 4767,-58.4863056923168,-34.567624978009,CONGRESO AV.,4767,Villa Urquiza,12
 , , , - - ,10271478/18,,2018-05-23,AV.CORDOBA 120/80,Comuna 1,1054,C1054AAN,Obra Mayor,67315.59,CORDOBA AV. 120,-58.370229590937996,-34.598435894278005,CORDOBA AV.,120,San Nicolas,1
019,001,026a,019-001-026a,9370981/17,019-001-026A,2017-10-17,AV.CORDOBA 3609/19,Comuna 14,1188,C1188AAC,Obra Mayor,7598.5,CORDOBA AV. 3609,-58.4175183899447,-34.5977329000782,CORDOBA AV.,3609,Palermo,14
031,113,014,031-113-014,38213077/15,18-31-113-14,2017-11-02,AV.CORDOBA 5151/57,Comuna 14,1414,C1414BAJ,Obra Media,2153.6,CORDOBA AV. 5151,-58.4356499705556,-34.59049126708389,CORDOBA AV.,5151,Palermo,14
 , , , - - ,19512803/17,,2018-02-27,AV.CORDOBA 5515/27,Comuna 14,1414,C1414BBB,Obra Mayor,4228.45,CORDOBA AV. 5515,-58.439534738828705,-34.5879034343413,CORDOBA AV.,5515,Palermo,14
033,068,028,033-068-028,39613/16,17-33-68-28,2017-10-20,AV.CORDOBA 5635/37,Comuna 14,1414,C1414BBC,Obra Media,2278.82,CORDOBA AV. 5635,-58.4405935252382,-34.587201100867404,CORDOBA AV.,5635,Palermo,14
 , , , - - ,16242058/16,,2018-05-17,AV.CORDOBA 5653/99,Comuna 14,1414,C1414BBC,Obra Media,650.7,CORDOBA AV. 5653,-58.4409631303395,-34.5869568038064,CORDOBA AV.,5653,Palermo,14
 , , , - - ,19073851/17,,2018-03-08,AV.CORDOBA 5761/65,Comuna 14,1414,C1414BBD,Obra Mayor,9722.48,CORDOBA AV. 5761,-58.4418997810344,-34.5863364826315,CORDOBA AV.,5761,Palermo,14
033,061,005,033-061-005,37695397/15,17-33-61-5,2017-09-11,AV.CORDOBA 6138,Comuna 15,1427,C1427BZO,Obra Menor,286.42,CORDOBA AV. 6138,-58.446978045872704,-34.5836708372416,CORDOBA AV.,6138,Chacarita,15
001,024,002c,001-024-002c,14803763/17,14-01-24-2c,2017-11-21,AV.CORDOBA 618,Comuna 1,1054,C1054AAS,Obra Mayor,2567.2,CORDOBA AV. 618,-58.375733296053,-34.59881447993591,CORDOBA AV.,618,San Nicolas,1
 , , , - - ,10810976/17,,2018-04-27,AV.CORDOBA 626/28,Comuna 1,1054,C1054AAS,Obra Mayor,2712.52,CORDOBA AV. 626,-58.375903403559896,-34.598826388130306,CORDOBA AV.,626,San Nicolas,1
005,047,027,005-047-027,15890639/17,14-5-47-27,2017-09-28,AV.CORRIENTES 1217/21,Comuna 1,1043,C1043AAM,Obra Menor,37.54,CORRIENTES AV. 1217,-58.3839895266708,-34.60376047629409,CORRIENTES AV.,1217,San Nicolas,1
013,040,19a29,013-040-19a29,1024520/15,9-13-40-19a29,2017-10-05,AV.CORRIENTES 3401/19,Comuna 5,1194,C1194AAA,Obra Mayor,12377.1,CORRIENTES AV. 3401,-58.4132915857601,-34.6040588007153,CORRIENTES AV.,3401,Almagro,5
031,005,020a,031-005-020a,15574944/17,18-31-005-20a,2017-09-22,AV.CORRIENTES 5431/43,Comuna 15,1414,C1414AJH,Obra Mayor,12465.56,CORRIENTES AV. 5431,-58.4408400144103,-34.597852610204,CORRIENTES AV.,5431,Villa Crespo,15
001,005,029,001-005-029,15848522/17,14-1-5-29,2017-10-02,AV.CORRIENTES 825/35,Comuna 1,1043,C1043AAI,Obra Media,1122,CORRIENTES AV. 825,-58.378548104871996,-34.6034348327475,CORRIENTES AV.,825,San Nicolas,1
 , , , - - ,30030358/17,,2018-03-12,AV.DE LOS INCAS 3601,Comuna 15,1427,C1427DNB,Obra Menor,356.33,DE LOS INCAS AV. 3601,-58.46438418961411,-34.5755469023384,DE LOS INCAS AV.,3601,Villa Ortuzar,15
061,125,019,061-125-019,14540527/17,15-61-125-19,2017-10-11,AV.DE LOS INCAS 5415,Comuna 15,1427,C1427DOG,Obra Media,1946.64,DE LOS INCAS AV. 5415,-58.483672470077295,-34.5882454470078,DE LOS INCAS AV.,5415,Parque Chas,15
012,058,004,012-058-004,10760099/18,13-12-58-04,2018-07-16,AV.DE MAYO 1137/45,Comuna 1,1085,C1085ABB,Obra Mayor,9093,DE MAYO AV. 1137,-58.3826314905317,-34.60905743130529,DE MAYO AV.,1137,Monserrat,1
 , , , - - ,29887691/17,,2018-03-16,AV.DIRECTORIO 1005/09,Comuna 6,1424,C1424CIK,Obra Media,1847.73,DIRECTORIO AV. 1005,-58.4418681306264,-34.6291233132742,DIRECTORIO AV.,1005,Caballito,6
015,114,003g,015-114-003g,23716889/17,19-15-114-3g,2017-12-06,AV.DIRECTORIO 1559,Comuna 6,1406,C1406GZE,Obra Mayor,4969.82,DIRECTORIO AV. 1559,-58.4489339155766,-34.6301681474012,DIRECTORIO AV.,1559,Caballito,6
 , , , - - ,30049951/17,,2018-04-17,AV.DIRECTORIO 2917/19,Comuna 7,1406,C1406HAF,Obra Media,1658.81,DIRECTORIO AV. 2917,-58.46792985878179,-34.635555102403195,DIRECTORIO AV.,2917,Flores,7
054,202,005,054-202-005,12291531/17,1-54-202-5,2017-10-03,AV.DIRECTORIO 3236/38,Comuna 9,1406,C1406HAV,Obra Mayor,2590.41,DIRECTORIO AV. 3236,-58.4718046941511,-34.6368962875845,DIRECTORIO AV.,3236,Parque Avellaneda,9
 , , , - - ,27955256/17,,2018-04-11,AV.DIRECTORIO 402/24,Comuna 7,1424,C1424CIR,Obra Mayor,14897.43,DIRECTORIO AV. 402,-58.4324368860493,-34.62789057354891,DIRECTORIO AV.,402,Parque Chacabuco,7
081,120,004,081-120-004,22232955/16,15-81-120-004,2017-09-22,AV.F.BEIRO 3532,Comuna 11,1419,C1419HYW,Obra Media,1937.95,"BEIRO, FRANCISCO AV. 3532",-58.5025352274903,-34.6002019030915,"BEIRO, FRANCISCO AV.",3532,Villa Del Parque,11
081,078,015,081-078-015,26979930/16,15-81-78-15,2017-10-10,AV.F.BEIRO 3850/60,Comuna 11,1419,C1419HZN,Obra Mayor,3615.73,"BEIRO, FRANCISCO AV. 3850",-58.5067890610195,-34.6028309854925,"BEIRO, FRANCISCO AV.",3850,Villa Devoto,11
057,123,011,057-123-011,15094285/17,5-57-123-11,2017-11-16,AV.GAONA 1320/28,Comuna 6,1416,C1416DRO,Obra Mayor,4068.95,GAONA AV. 1320,-58.447977608624704,-34.608468221364696,GAONA AV.,1320,Caballito,6
065,098,010,065-098-010,30377337/18,5-65-98-10,2019-01-03,AV.GAONA 2956/58,Comuna 7,1416,C1416DSR,Obra Media,1778.73,GAONA AV. 2956,-58.46725743029899,-34.6170610403052,GAONA AV.,2956,Flores,7
 , , , - - ,26717902/17,,2018-03-19,AV.GAONA 3402/06,Comuna 7,1416,C1416DSW,Obra Media,1543.2,GAONA AV. 3402,-58.473051717809106,-34.6200083258976,GAONA AV.,3402,Flores,7
065,040,001a,065-040-001a,5168702/17,5-65-040-001A,2017-10-05,AV.GAONA 3402/06,Comuna 7,1416,C1416DSW,Obra Media,1431.34,GAONA AV. 3402,-58.473051717809106,-34.6200083258976,GAONA AV.,3402,Flores,7
067,001,033,067-001-033,34181627/18,15-67-01-33,2019-05-10,AV.GAONA 3701/07,Comuna 11,1416,C1416DSM,Obra Mayor,2697.72,GAONA AV. 3701,-58.47694944798929,-34.621838760264694,GAONA AV.,3701,Villa Santa Rita,11
079,010,026,079-010-026,26362285/16,15-79-10-26,2017-11-08,AV.GAONA 3945/47,Comuna 11,1407,C1407FIB,Obra Media,998.52,GAONA AV. 3945,-58.480171628827,-34.62343739264211,GAONA AV.,3945,Villa Santa Rita,11
038,189,018a,038-189-018a,16823245/14,1-38-189-18a,2018-08-16,AV.LA PLATA 2984,Comuna 4,1437,C1437DHU,Obra Mayor,4212,LA PLATA AV. 2984,-58.416699197883204,-34.6481631705703,LA PLATA AV.,2984,Nueva Pompeya,4
 , , , - - ,21100695/16,,2018-03-19,AV.LA PLATA 575/87,Comuna 6,1235,C1235ABC,Obra Menor,207.52,LA PLATA AV. 575,-58.42796050270911,-34.6218055645937,LA PLATA AV.,575,Caballito,6
036,009,022,036-009-022,23586578/18,06-36-009-022/023/024,2019-05-09,AV.LA PLATA 694,Comuna 5,1235,C1235ABQ,Obra Media,726.4,LA PLATA AV. 694,-58.4274122780925,-34.623456277481196,LA PLATA AV.,694,Boedo,5
036,009,023,036-009-023,23586578/18,06-36-009-022/023/024,2019-05-09,AV.LA PLATA 694,Comuna 5,1235,C1235ABQ,Obra Media,726.4,LA PLATA AV. 694,-58.4274122780925,-34.623456277481196,LA PLATA AV.,694,Boedo,5
036,009,024,036-009-024,23586578/18,06-36-009-022/023/024,2019-05-09,AV.LA PLATA 694,Comuna 5,1235,C1235ABQ,Obra Media,726.4,LA PLATA AV. 694,-58.4274122780925,-34.623456277481196,LA PLATA AV.,694,Boedo,5
 , , , - - ,18314693/14,,2018-03-15,AV.LA PLATA 827,Comuna 6,1235,C1235ABF,Obra Menor,227.42,LA PLATA AV. 827,-58.4271852321239,-34.625560046465004,LA PLATA AV.,827,Caballito,6
015,032,027,015-032-027,11552410/17,19-15-32-27,2017-10-25,AV.LAS HERAS 3071/99,Comuna 14,1425,C1425ASH,Obra Menor,58.79,LAS HERAS GENERAL AV. 3071,-58.4047520948655,-34.5833306067295,LAS HERAS GENERAL AV.,3071,Palermo,14
021,040,020a,021-040-020a,22790384/16,31-21-40-20a,2017-09-05,AV.LAS HERAS 3337/47,Comuna 14,1425,C1425ASK,Obra Mayor,11130.75,LAS HERAS GENERAL AV. 3337,-58.407524598339,-34.5829325826154,LAS HERAS GENERAL AV.,3337,Palermo,14
027,090,016,027-090-016,15775842/17,16-27-090-016,2017-09-22,AV.MONROE 1551/55,Comuna 13,1428,C1428BKQ,Obra Media,1960.92,MONROE 1551,-58.451684796170504,-34.5533326068191,MONROE,1551,Belgrano,13
 , , , - - ,12609460/17,,2018-04-11,AV.MOSCONI 2467/71,Comuna 12,1419,C1419EQD,Obra Menor,78.58,MOSCONI GENERAL AV. 2467,-58.4973766401031,-34.5832090079213,MOSCONI GENERAL AV.,2467,Villa Pueyrredon,12
073,047,027,073-047-027,19246895/17,16-73-47-27,2017-10-18,AV.MOSCONI 2631,Comuna 12,1419,C1419EQF,Obra Media,2048.02,MOSCONI GENERAL AV. 2631,-58.499334169833794,-34.5844231855299,MOSCONI GENERAL AV.,2631,Villa Pueyrredon,12
073,031,022h,073-031-022h,16287685/17,16-73-31-22h,2017-09-19,AV.MOSCONI 2835/49,Comuna 12,1419,C1419EQH,Micro Obra,3.5,MOSCONI GENERAL AV. 2835,-58.501503418981706,-34.5857627028995,MOSCONI GENERAL AV.,2835,Villa Pueyrredon,12
073,030,007,073-030-007,13648702/17,16-73-030-007,2017-11-08,AV.MOSCONI 2870/72,Comuna 12,1419,C1419EQU,Obra Mayor,2681.86,MOSCONI GENERAL AV. 2870,-58.5016726525199,-34.58607207652509,MOSCONI GENERAL AV.,2870,Villa Pueyrredon,12
067,31A,011c,067-31A-011c,24432071/16,15-67-31A-11C,2017-11-30,AV.NAZCA 1614/18,Comuna 11,1416,C1416ASS,Obra Media,641.54,NAZCA AV. 1614,-58.47844880018821,-34.61530556927891,NAZCA AV.,1614,Villa Santa Rita,11
067,044,014,067-044-014,17536840/15,15-67-44-14,2017-11-16,AV.NAZCA 1753/55,Comuna 11,1416,C1416ASG,Obra Media,559.75,NAZCA AV. 1753,-58.4793549825387,-34.6138502132086,NAZCA AV.,1753,Villa Santa Rita,11
067,034,040,067-034-040,10903595/17,15-67-034-040,2017-10-30,AV.NAZCA 1950,Comuna 11,1416,C1416ASV,Obra Media,2351.21,NAZCA AV. 1950,-58.4810859086849,-34.6119894743044,NAZCA AV.,1950,Villa Santa Rita,11
025,012,002,025-012-002,34742788/15,16-25-12-02,2017-10-26,AV.OLAZABAL 2254/66,Comuna 13,1428,C1428DHR,Obra Mayor,6778.33,OLAZABAL 2254,-58.4568116738851,-34.5593194673094,OLAZABAL,2254,Belgrano,13
008,063,005,008-063-005,18070673/17,03-08-63-05,2017-09-22,AV.PATRICIOS 30/34,Comuna 4,1265,C1265ADN,Obra Media,566.29,REGIMIENTO DE PATRICIOS AV. 30,-58.370544854575996,-34.629849493321096,REGIMIENTO DE PATRICIOS AV.,30,Boca,4
011,003,017e,011-003-017e,27060075/16,19-11-03-17E,2017-10-26,AV.PUEYRREDON 1233/39,Comuna 2,1118,C1118AAC,Obra Mayor,3355.85,PUEYRREDON AV. 1233,-58.402895549361,-34.5963149683258,PUEYRREDON AV.,1233,Recoleta,2
 , , , - - ,29115038/17,,2018-02-22,AV.RIESTRA 5995/99,Comuna 8,1439,C1439BYK,Obra Media,2058.21,RIESTRA AV. 5995,-58.4773547875667,-34.678938061349605,RIESTRA AV.,5995,Villa Lugano,8
 , , , - - ,29882153/17,,2018-03-13,AV.RIVADAVIA 10148/52,Comuna 10,1408,C1408AAO,Obra Media,1879.23,RIVADAVIA AV. 10148,-58.5065662158502,-34.638616323326,RIVADAVIA AV.,10148,Villa Luro,10
054,158,001a,054-158-001a,5792658/15,1-54-158-1a,2017-10-25,AV.RIVADAVIA 8202/06,Comuna 10,1407,C1407DYR,Obra Media,1316.62,RIVADAVIA AV. 8202,-58.479002371636,-34.63323878140189,RIVADAVIA AV.,8202,Floresta,10
054,158,004,054-158-004,21580477/17,01-54-158-04,2017-11-27,AV.RIVADAVIA 8224/28,Comuna 10,1407,C1407DYR,Obra Media,2395.53,RIVADAVIA AV. 8224,-58.479264858025296,-34.6333022272768,RIVADAVIA AV.,8224,Floresta,10
077,042,018,077-042-018,21993470/17,1-77-42-18,2017-09-27,AV.RIVADAVIA 8879/81,Comuna 10,1407,C1407DYK,Obra Mayor,2713.3,RIVADAVIA AV. 8879,-58.4891002958406,-34.6354176524785,RIVADAVIA AV.,8879,Velez Sarsfield,10
005,066,019,005-066-019,39251637/15,14-05-66-19,2017-10-05,AV.RIVADAVIA 943/49,Comuna 1,1002,C1002AAH,Obra Mayor,3418.19,RIVADAVIA AV. 943,-58.3798251281763,-34.608300736709104,RIVADAVIA AV.,943,San Nicolas,1
060,106,003,060-106-003,29510874/17,01-60-106-03,2017-12-21,AV.RIVADAVIA 9954/56,Comuna 10,1407,C1407DZV,Obra Mayor,3315.25,RIVADAVIA AV. 9954,-58.5042337023987,-34.6382358942585,RIVADAVIA AV.,9954,Villa Luro,10
058,0532,PLZ1,058-0532-PLZ1,27542262/18,58-0532-PLZ1,2018-10-29,AV.ROCA 3450,Comuna 8,1437,C1437KAA,Obra Mayor,12824.85,"ROCA, CNEL. AV. 3450",-58.4412525342152,-34.667315182627,"ROCA, CNEL. AV.",3450,Villa Soldati,8
059,015,003,059-015-003,6912477/17,15-059-015-3,2017-09-14,AV.SAN MARTIN 3420/26,Comuna 15,1416,C1416CSW,Obra Media,2330.08,SAN MARTIN AV. 3420,-58.4715828442575,-34.60135532719349,SAN MARTIN AV.,3420,Paternal,15
 , , , - - ,29889771/17,,2018-04-05,AV.SAN MARTIN 5694,Comuna 11,1417,C1417DTQ,Obra Mayor,7051.94,SAN MARTIN AV. 5694,-58.496618889379995,-34.5969201279973,SAN MARTIN AV.,5694,Villa Del Parque,11
 , , , - - ,30339533/17,,2018-04-09,AV.SAN MARTIN 6322/42,Comuna 11,1419,C1419ICN,Obra Mayor,4540.4,SAN MARTIN AV. 6322,-58.5044829213466,-34.5942613385474,SAN MARTIN AV.,6322,Villa Devoto,11
 , , , - - ,20370009/17,,2018-04-27,AV.TRIUNVIRATO 3290,Comuna 15,1427,C1427AAS,Obra Media,1133.64,TRIUNVIRATO AV. 3290,-58.4683985647736,-34.583544139889085,TRIUNVIRATO AV.,3290,Villa Ortuzar,15
049,48A,013c,049-48A-013c,22799850/17,15-49-48A-13C,2017-10-11,AV.TRIUNVIRATO 4021,Comuna 15,1431,C1431FBD,Obra Mayor,3113.44,TRIUNVIRATO AV. 4021,-58.4776562326408,-34.5793386742872,TRIUNVIRATO AV.,4021,Villa Ortuzar,15
063,122,017,063-122-017,28525377/15,16-63-122-017,2017-10-10,AV.TRIUNVIRATO 5759,Comuna 12,1431,C1431FCK,Obra Media,1249.05,TRIUNVIRATO AV. 5759,-58.4951294611444,-34.565456700803,TRIUNVIRATO AV.,5759,Villa Urquiza,12
063,11A,035,063-11A-035,19987767/17,16-63-11A-35,2017-10-25,AV.TRIUNVIRATO 5834,Comuna 12,1431,C1431FCY,Obra Menor,467.25,TRIUNVIRATO AV. 5834,-58.4960169485744,-34.5644395404103,TRIUNVIRATO AV.,5834,Villa Urquiza,12
061,045,016,061-045-016,30385433/18,15-61-45-16,2018-12-11,AVALOS 1105/11,Comuna 15,1427,C1427AXO,Obra Media,738.4,AVALOS 1105,-58.474826555975284,-34.58696185096391,AVALOS,1105,Parque Chas,15
061,054,044,061-054-044,18991212/18,15-61-54-44,2018-07-30,AVALOS 1282,Comuna 15,1427,C1427AXR,Obra Media,1245.69,AVALOS 1282,-58.476885695654104,-34.5854480231838,AVALOS,1282,Parque Chas,15
051,50B,013,051-50B-013,34663592/18,16-51-50B-13,2019-05-15,AVALOS 1821,Comuna 12,1431,C1431DPI,Obra Media,1006.22,AVALOS 1821,-58.4813022340714,-34.580101527857195,AVALOS,1821,Villa Urquiza,12
051,50B,012,051-50B-012,27489043/16,51-50B-12,2018-12-18,AVALOS 1829/31,Comuna 12,1431,C1431DPI,Obra Media,1518.04,AVALOS 1829,-58.481356217148196,-34.5800387150311,AVALOS,1829,Villa Urquiza,12
051,046,037,051-046-037,31238910/18,16-51-46-37,2019-01-02,AVALOS 2058,Comuna 12,1431,C1431DPN,Obra Media,2406.48,AVALOS 2058,-58.48339253866429,-34.5777804031452,AVALOS,2058,Villa Urquiza,12
061,020,012,061-020-012,30036112/17,15-61-20-12,2018-07-16,AVALOS 783,Comuna 15,1427,C1427AXG,Obra Media,569.59,AVALOS 783,-58.471101575386804,-34.5890792773652,AVALOS,783,Paternal,15
 , , , - - ,3347896/18,,2018-02-28,AVALOS 832,Comuna 15,1427,C1427AXJ,Obra Menor,262.76,AVALOS 832,-58.4714878361017,-34.588737584762804,AVALOS,832,Paternal,15
