Seccion,Manzana,Parcela,SMP,Expediente,Nomenclacion par,Fecha de registro,Direccion,Comuna 1,Codigo postal,Codigo postal argentino,Tipo obra,Superficie (m2),Direccion normalizada,Lon,Lat,Calle,Altura,Barrio,Comuna
044,136A,003a,044-136A-003a,26346499/18,1-44-136A-3a,2018-11-22,AVELINO DIAZ 1416/22,Comuna 7,1406,C1406IBD,Micro Obra,,"DIAZ, AVELINO 1416",-58.4403003344063,-34.6375450839832,"DIAZ, AVELINO",1416,Parque Chacabuco,7
 , , , - - ,9036150/18,,2018-06-13,AVELLANEDA,,,,Obra Mayor,24220.85,AVELLANEDA,,,AVELLANEDA,,,
077,141,008a,077-141-008a,26591037/17,1-77-141-8A,2019-01-11,AVELLANEDA,,,,Obra Menor,96.41,AVELLANEDA,,,AVELLANEDA,,,
 , , , - - ,12712558/18,,2018-05-22,AVELLANEDA 1089/91,Comuna 6,1405,C1405CNK,Obra Media,1873.26,AVELLANEDA 1089,-58.4462482210425,-34.6174194647324,AVELLANEDA,1089,Caballito,6
057,084,014c,057-084-014c,29561191/17,5-57-084-014C,2018-10-12,AVELLANEDA 1295/01,Comuna 6,1405,C1405CNM,Obra Mayor,5295.19,AVELLANEDA AV. 1295,-58.4501475065604,-34.6187378532447,AVELLANEDA AV.,1295,Caballito,6
 , , , - - ,9036079/18,,2018-06-11,AVELLANEDA 1344/400,Comuna 6,1405,C1405CON,Obra Mayor,57211.74,AVELLANEDA AV. 1344,-58.4508414480447,-34.6192252622618,AVELLANEDA AV.,1344,Caballito,6
 , , , - - ,9036563/18,,2018-06-11,AVELLANEDA 1410/500,Comuna 6,1405,C1405COO,Obra Mayor,57070.95,AVELLANEDA AV. 1410,-58.4516093524418,-34.6194734621039,AVELLANEDA AV.,1410,Caballito,6
045,128,006a,045-128-006a,18814512/18,7-45-128-006a,2018-10-04,AVELLANEDA 144/46,Comuna 6,1405,C1405CNO,Obra Mayor,2795.95,AVELLANEDA 144,-58.4323229568275,-34.61183329283809,AVELLANEDA,144,Caballito,6
061,18a,019a,061-18a-019a,9431773/18,05-57-61-18a-19a,2019-02-25,AVELLANEDA 1549/61,Comuna 6,1406,C1406FYA,Obra Mayor,5942.66,AVELLANEDA AV. 1549,-58.453341430470196,-34.62013979582069,AVELLANEDA AV.,1549,Caballito,6
 , , , - - ,11546252/17,,2018-02-08,AVELLANEDA 1980,Comuna 7,1406,C1406FYR,Obra Mayor,9425.72,AVELLANEDA AV. 1980,-58.459076771067494,-34.62235955648741,AVELLANEDA AV.,1980,Flores,7
065,102,004,065-102-004,26217127/15,5-65-102-4,2019-05-24,AVELLANEDA 2282,Comuna 7,1406,C1406FYU,Obra Media,2391.72,AVELLANEDA AV. 2282,-58.4629935723236,-34.62372330243989,AVELLANEDA AV.,2282,Flores,7
 , , , - - ,30071070/17,,2018-06-01,AVELLANEDA 2427/31,Comuna 7,1406,C1406FYJ,Obra Mayor,3349.52,AVELLANEDA AV. 2427,-58.464978692692,-34.624218590778604,AVELLANEDA AV.,2427,Flores,7
045,117,010a,045-117-010a,11991336/18,7-45-117-10a,2018-11-01,AVELLANEDA 260/78,Comuna 6,1405,C1405CNP,Obra Mayor,4998.44,AVELLANEDA 260,-58.4342080269493,-34.6126259486891,AVELLANEDA,260,Caballito,6
065,035,010e,065-035-010e,31620466/18,5-65-35-10E,2019-01-15,AVELLANEDA 2821/23,Comuna 7,1406,C1406FZA,Obra Menor,425.52,AVELLANEDA AV. 2821,-58.4706385145768,-34.6259924627276,AVELLANEDA AV.,2821,Flores,7
 , , , - - ,28117800/16,,2018-05-14,AVELLaneda 3262/64,Comuna 10,1406,C1406FZR,Obra Menor,189.69,AVELLANEDA AV. 3262,-58.476129076050704,-34.627703941451394,AVELLANEDA AV.,3262,Floresta,10
045,105,029a,045-105-029a,24062496/18,3-45-105-29a,2019-01-02,AVELLANEDA 335,Comuna 6,1405,C1405CND,Obra Mayor,5437.39,AVELLANEDA 335,-58.435288403552896,-34.6129641121512,AVELLANEDA,335,Caballito,6
 , , , - - ,3899054/18,,2018-04-18,AVELLANEDA 3480/88,Comuna 10,1407,C1407EJO,Obra Menor,440.62,AVELLANEDA AV. 3480,-58.478458982018005,-34.6282843248416,AVELLANEDA AV.,3480,Floresta,10
045,083,003,045-083-003,14614920/18,7-45-83-3,2018-08-09,AVELLANEDA 469/71,Comuna 6,1405,C1405CNE,Obra Menor,245,AVELLANEDA 469,-58.4371902803281,-34.6137591438872,AVELLANEDA,469,Caballito,6
045,45A,034,045-45A-034,16159388/18,07-45-45A-34,2019-04-12,AVELLANEDA 711,Comuna 6,1405,C1405CNH,Obra Media,2216.56,AVELLANEDA 711,-58.440978776117795,-34.6149661570475,AVELLANEDA,711,Caballito,6
045,45B,034,045-45B-034,6159388/18,07-45-45B-34,2018-11-07,AVELLANEDA 711/15,Comuna 6,1405,C1405CNH,Micro Obra,,AVELLANEDA 711,-58.440978776117795,-34.6149661570475,AVELLANEDA,711,Caballito,6
037,103,021,037-103-021,35997600/15,037-103-021,2018-11-01,"AVILES, VIRREY 2985",Comuna 13,1426,C1426EEA,Obra Media,903.45,"AVILES, VIRREY 2985",-58.4570019367699,-34.5712616738195,"AVILES, VIRREY",2985,Colegiales,13
 , , , - - ,20597378/17,,2018-03-19,AYACUCHO 150/96,Comuna 3,1025,C1025AAD,Obra Mayor,25774.62,AYACUCHO 150,-58.3950512360965,-34.607407918891305,AYACUCHO,150,Balvanera,3
010,029,026,010-029-026,12957016/17,01-010-029-026,2017-11-22,AZARA 1447,Comuna 4,1269,C1269AAE,Obra Menor,68.51,AZARA 1447,-58.3699558989166,-34.6456256813099,AZARA,1447,Barracas,4
011,034,021,011-034-021,15728596/18,19-11-34-21,2018-11-06,AZCUENAGA 1295/99,Comuna 2,1115,C1115AAI,Obra Menor,54.46,AZCUENAGA 1295,-58.3991207192097,-34.5934030013143,AZCUENAGA,1295,Recoleta,2
011,037,011b,011-037-011b,10348520/17,19-11-37-11b,2017-09-08,AZCUENAGA 1673,Comuna 2,1128,C1128AAA,Obra Media,1320.88,AZCUENAGA 1673,-58.3968926443227,-34.58991307815,AZCUENAGA,1673,Recoleta,2
011,039,012,011-039-012,25626437/17,19-11-39-12,2018-08-09,AZCUENAGA 1853,Comuna 2,1128,C1128AAE,Obra Media,1855.19,AZCUENAGA 1853,-58.395573794056794,-34.58826865564091,AZCUENAGA,1853,Recoleta,2
004,047,010,004-047-010,23074428/18,12-04-47-10,2019-05-31,AZOPARDO 1337/55,Comuna 1,1107,C1107ADW,Micro Obra,,AZOPARDO 1337,-58.3667791030432,-34.623291682795504,AZOPARDO,1337,San Telmo,1
054,180,040,054-180-040,23635284/18,1-54-180-40,2018-10-19,AZUL 169/71,Comuna 10,1407,C1407KHC,Obra Media,1927.71,AZUL 169,-58.4747556907343,-34.6344318832162,AZUL,169,Floresta,10
009,074,002c,009-074-002c,12702295/18,11-09-074-2C,2019-02-22,B. MITRE 1820,Comuna 3,1039,C1039AAB,Micro Obra,,"MITRE, BARTOLOME 1820",-58.3924758307316,-34.60804507693591,"MITRE, BARTOLOME",1820,Balvanera,3
009,002,021,009-002-021,30981088/18,11-09-02-21,2019-01-02,B. MITRE 2715,Comuna 3,1039,C1039AAS,Obra Media,538.21,"MITRE, BARTOLOME 2715",-58.404903376061704,-34.6087384466077,"MITRE, BARTOLOME",2715,Balvanera,3
079,051,033e,079-051-033e,11478976/17,15-79-51-33e,2019-02-15,B.BLANCA 1162/68,Comuna 10,1407,C1407ABV,Obra Media,1577.18,BAHIA BLANCA 1162,-58.486775245396615,-34.623089582537496,BAHIA BLANCA,1162,Floresta,10
079,071,025,079-071-025,25908390/16,15-79-71-25,2018-10-19,B.BLANCA 1865,Comuna 10,1407,C1407ACI,Obra Media,653.94,BAHIA BLANCA 1865,-58.494313447646,-34.6169854523915,BAHIA BLANCA,1865,Monte Castro,10
081,053,001,081-053-001,502797/17,15-81-53-1,2019-02-04,B.BLANCA 2198,Comuna 10,1417,C1417ASB,Obra Menor,198.16,BAHIA BLANCA 2198,-58.4977249319821,-34.6140785542678,BAHIA BLANCA,2198,Monte Castro,10
081,055,037,081-055-037,28137765/18,15-81-55-37,2018-12-13,B.BLANCA 2386,Comuna 10,1417,C1417ASF,Obra Media,1328.57,BAHIA BLANCA 2386,-58.499367064918786,-34.6122551533815,BAHIA BLANCA,2386,Monte Castro,10
081,065,024,081-065-024,27523610/18,15-81-065-024,2018-11-28,B.BLANCA 3366/78,Comuna 11,1417,C1417ASZ,Micro Obra,22.8,BAHIA BLANCA 3366,-58.5072350926215,-34.6035027162572,BAHIA BLANCA,3366,Villa Devoto,11
 , , , - - ,28091604/17,,2018-01-11,B.BLANCA 4071/73,Comuna 11,1419,C1419BAI,Obra Menor,234.84,BAHIA BLANCA 4071,-58.5111566372091,-34.5990248342842,BAHIA BLANCA,4071,Villa Devoto,11
083,087,013,083-087-013,20366582/18,15-083-087-013,2018-10-29,B.BLANCA 4510,Comuna 11,1419,C1419BBD,Obra Media,698.96,BAHIA BLANCA 4510,-58.514122319773904,-34.5958789105476,BAHIA BLANCA,4510,Villa Devoto,11
046,166,011,046-166-011,30410389/17,1-46-166-11,2019-02-07,B.CENTENERA 2913/15,Comuna 4,1437,C1437ACB,Obra Menor,295.1,BARCO CENTENERA DEL 2913,-58.42482967607321,-34.65056031832389,BARCO CENTENERA DEL,2913,Nueva Pompeya,4
 , , , - - ,11561260/18,,2018-06-15,B.CENTENERA 570,Comuna 6,1424,C1424AML,Obra Mayor,2757.3,BARCO CENTENERA DEL 570,-58.440466567169,-34.6258917875494,BARCO CENTENERA DEL,570,Caballito,6
040,030,018,040-030-018,32776989/17,06-40-030-018,2017-10-27,B.CENTENERA 738/40,Comuna 6,1424,C1424AMP,Obra Mayor,2584.51,BARCO CENTENERA DEL 738,-58.43994445386461,-34.6281096122339,BARCO CENTENERA DEL,738,Caballito,6
069,085,011,069-085-011,15566783/18,15-69-85-11,2018-10-19,B.CITTADINI 2354,Comuna 11,1417,C1417HGB,Obra Media,901.25,"CITTADINI, BASILIO 2354",-58.4799798411801,-34.5997240199761,"CITTADINI, BASILIO",2354,Villa Del Parque,11
069,084,026a,069-084-026a,29932819/17,15-69-84-26a,2019-01-04,B.CITTADINI 2365/93,Comuna 11,1417,C1417HGA,Obra Mayor,7460.17,"CITTADINI, BASILIO 2365",-58.480085413611,-34.5997350421135,"CITTADINI, BASILIO",2365,Villa Del Parque,11
 , , , - - ,23547404/17,,2018-03-13,B.DE ASTRADA 2427,Comuna 8,1437,C1437FSM,Obra Menor,196.96,BERON DE ASTRADA 2427,-58.429276383430995,-34.66194249696869,BERON DE ASTRADA,2427,Villa Soldati,8
014,069,050,014-069-050,16874037/18,12-14-69-50,2018-07-18,B.DE IRIGOYEN 1428/40,Comuna 1,1138,C1138ABF,Micro Obra,,"IRIGOYEN, BERNARDO DE 1428",-58.379164221945494,-34.62538362574689,"IRIGOYEN, BERNARDO DE",1428,Constitucion,1
025,072,015a,025-072-015a,6884317/13,16-25-72-15A,2017-09-28,B.ENCALADA  1458/98,Comuna 13,1428,C1428DCN,Obra Mayor,14375.28,BLANCO ENCALADA 1458,-58.4496121371452,-34.553635887809804,BLANCO ENCALADA,1458,Belgrano,13
 , , , - - ,23962046/17,,2018-04-24,B.ENCALADA 1265,Comuna 13,1428,C1428DCI,Obra Menor,340,BLANCO ENCALADA 1265,-58.447587580051,-34.5523453939718,BLANCO ENCALADA,1265,Belgrano,13
025,072,015b,025-072-015b,9666579/18,16-25-72-15b,2019-05-21,B.ENCALADA 1458/98,Comuna 13,1428,C1428DCN,Micro Obra,,BLANCO ENCALADA 1458,-58.4496121371452,-34.553635887809804,BLANCO ENCALADA,1458,Belgrano,13
039,094,014c,039-094-014c,13119730/18,16-39-94-14c,2018-09-26,B.ENCALADA 2571/75,Comuna 13,1428,C1428DDO,Obra Media,1277.37,BLANCO ENCALADA 2571,-58.46078503708551,-34.5601788523729,BLANCO ENCALADA,2571,Belgrano,13
051,119,003,051-119-003,28571660/18,16-51-119-03,2019-01-18,B.ENCALADA 3924,Comuna 12,1430,C1430BOJ,Obra Menor,138.93,BLANCO ENCALADA 3924,-58.474881949880704,-34.56866833173661,BLANCO ENCALADA,3924,Villa Urquiza,12
 , , , - - ,10464669/17,,2018-05-17,B.ENCALADA 3932/34,Comuna 12,1430,C1430BOJ,Obra Menor,75,BLANCO ENCALADA 3932,-58.474948611317,-34.5687086590517,BLANCO ENCALADA,3932,Villa Urquiza,12
051,119,004,051-119-004,18438364/16,16-51-119-4,2017-09-12,B.ENCALADA 3932/34,Comuna 12,1430,C1430BOJ,Micro Obra,,BLANCO ENCALADA 3932,-58.474948611317,-34.5687086590517,BLANCO ENCALADA,3932,Villa Urquiza,12
040,115,012,040-115-012,17916913/16,6-40-115-12,2019-05-21,B.ENCALADA 4685/87,Comuna 12,1431,C1431CDE,Micro Obra,,BLANCO ENCALADA 4685,-58.482337864172,-34.5731105007798,BLANCO ENCALADA,4685,Villa Urquiza,12
051,065,002,051-065-002,14093419/17,16-51-65-2,2017-11-14,B.ENCALADA 4716,Comuna 12,1431,C1431CDH,Obra Media,2045.03,BLANCO ENCALADA 4716,-58.4827206393171,-34.5734301392119,BLANCO ENCALADA,4716,Villa Urquiza,12
051,015,025,051-015-025,21213006/15,16-51-15-25,2018-10-26,B.ENCALADA 5515,Comuna 12,1431,C1431CDW,Obra Media,858.42,BLANCO ENCALADA 5515,-58.4915166846206,-34.578530907009004,BLANCO ENCALADA,5515,Villa Urquiza,12
 , , , - - ,27515224/17,,2018-02-28,B.ENCALADA 5538/40,Comuna 12,1431,C1431CDX,Obra Media,2243.22,BLANCO ENCALADA 5538,-58.4916985043755,-34.5787311824424,BLANCO ENCALADA,5538,Villa Urquiza,12
051,008,012,051-008-012,15896433/18,16-51-08-12,2018-10-09,B.ENCALADA 5650/52,Comuna 12,1431,C1431CDZ,Obra Media,1867.2,BLANCO ENCALADA 5650,-58.492889391002905,-34.57943285577189,BLANCO ENCALADA,5650,Villa Urquiza,12
048,015,025,048-015-025,10598074/17,5-48-15-25,2017-11-15,B.F. MORENO 3271/75,Comuna 7,1406,C1406HIQ,Obra Menor,220.43,"FERNANDEZ MORENO, BALDOMERO 3271",-58.4654507015518,-34.6425861805753,"FERNANDEZ MORENO, BALDOMERO",3271,Flores,7
042,069,004,042-069-004,29422180/17,05-42-069-04,2018-08-07,B.F.MORENO 1240,Comuna 7,1406,C1406HHD,Obra Media,2490.42,"FERNANDEZ MORENO, BALDOMERO 1240",-58.4441083357943,-34.6317634728412,"FERNANDEZ MORENO, BALDOMERO",1240,Parque Chacabuco,7
042,069,010,042-069-010,29453813/17,5-42-69-10,2019-05-03,B.F.MORENO 1272,Comuna 7,1406,C1406HHD,Micro Obra,,"FERNANDEZ MORENO, BALDOMERO 1272",-58.444669435396904,-34.6319436917495,"FERNANDEZ MORENO, BALDOMERO",1272,Parque Chacabuco,7
 , , , - - ,29453813/17,,2018-04-19,B.F.MORENO 1272/78,Comuna 7,1406,C1406HHD,Obra Media,1473.42,"FERNANDEZ MORENO, BALDOMERO 1272",-58.444669435396904,-34.6319436917495,"FERNANDEZ MORENO, BALDOMERO",1272,Parque Chacabuco,7
048,068,010c,048-068-010c,11327315/17,5-48-68-10c,2017-12-22,B.F.MORENO 2818,Comuna 7,1406,C1406HIJ,Obra Menor,186.62,"FERNANDEZ MORENO, BALDOMERO 2818",-58.4609997136928,-34.6397148317747,"FERNANDEZ MORENO, BALDOMERO",2818,Flores,7
048,015,029,048-015-029,377431/17,5-48-15-29,2017-12-29,B.F.MORENO 3239,Comuna 7,1406,C1406HIQ,Obra Menor,285.34,"FERNANDEZ MORENO, BALDOMERO 3239",-58.465152247602795,-34.6423962056528,"FERNANDEZ MORENO, BALDOMERO",3239,Flores,7
014,071,018a,014-071-018a,25516375/18,12-14-71-18a,2018-10-18,B.IRIGOYEN 1160/72,Comuna 1,1072,C1072AAX,Obra Mayor,3355.2,"IRIGOYEN, BERNARDO DE 1160",-58.3799779181575,-34.6217130771363,"IRIGOYEN, BERNARDO DE",1160,Constitucion,1
087,072,032,087-072-032,20893846/18,15-87-72-32,2018-09-28,B.JUAREZ 2262/64,Comuna 10,1417,C1417BLB,Obra Media,2395.5,"JUAREZ, BENITO 2262",-58.505319622157,-34.6187164064245,"JUAREZ, BENITO",2262,Monte Castro,10
087,85B,005,087-85B-005,30220889/18,15-87-85B-05,2019-02-20,B.JUAREZ 2275,Comuna 10,1417,C1417BLA,Obra Media,963.12,"JUAREZ, BENITO 2275",-58.5053827898639,-34.6185447726035,"JUAREZ, BENITO",2275,Monte Castro,10
087,79B,027,087-79B-027,14222648/17,87-79B-27,2018-08-06,B.JUAREZ 2910,Comuna 11,1417,C1417BLP,Obra Menor,128.14,"JUAREZ, BENITO 2910",-58.5111866923926,-34.61306163375689,"JUAREZ, BENITO",2910,Villa Devoto,11
087,080B,001b,087-080B-001b,16812966/18,15-087-080B-001b,2018-09-27,B.JUAREZ 3082,Comuna 11,1417,C1417BLR,Obra Menor,81.56,"JUAREZ, BENITO 3082",-58.5122373981752,-34.6118965157472,"JUAREZ, BENITO",3082,Villa Devoto,11
087,81B,022,087-81B-022,19468397/17,15-87-81B-22,2017-10-05,B.JUAREZ 3192,Comuna 11,1417,C1417BLT,Obra Menor,440.28,"JUAREZ, BENITO 3192",-58.512961485930006,-34.61109263330291,"JUAREZ, BENITO",3192,Villa Devoto,11
087,095,031,087-095-031,7476037/18,15-87-95-31,2018-07-24,B.JUAREZ 3235,Comuna 11,1417,C1417BLU,Obra Media,570.06,"JUAREZ, BENITO 3235",-58.51330971490789,-34.6105808628942,"JUAREZ, BENITO",3235,Villa Devoto,11
035,081,025,035-081-025,28158288/16,017-035-081-025,2017-12-18,B.MATIENZO 2659/61,Comuna 14,1426,C1426DAW,Obra Media,843.34,"MATIENZO, BENJAMIN, TENIENTE 2659",-58.4418499749356,-34.5748688514333,"MATIENZO, BENJAMIN, TENIENTE",2659,Palermo,14
005,051,119h,005-051-119h,703886/15,05-51-119h,2018-11-13,B.MITRE 1117/23,Comuna 1,1036,C1036AAU,Obra Mayor,6231,"MITRE, BARTOLOME 1117",-58.3823709862599,-34.6073322966107,"MITRE, BARTOLOME",1117,San Nicolas,1
 , , , - - ,10461354/18,,2018-05-02,B.MITRE 2108/10,Comuna 3,1039,C1039AAH,Obra Media,1170.86,"MITRE, BARTOLOME 2108",-58.3965602788455,-34.6083182519271,"MITRE, BARTOLOME",2108,Balvanera,3
018,096,010,018-096-010,27975140/17,07-018-096-010,2018-07-25,B.MITRE 3880/82,Comuna 5,1201,C1201AAV,Obra Media,599.08,"MITRE, BARTOLOME 3880",-58.4210111678016,-34.609921935988496,"MITRE, BARTOLOME",3880,Almagro,5
 , , , - - ,15459365/17,,2018-03-13,B.MITRE 4362/66,Comuna 5,1201,C1201ABF,SIN INFORMACION,,"MITRE, BARTOLOME 4362",-58.4282492432349,-34.6106697819844,"MITRE, BARTOLOME",4362,Almagro,5
001,001,006,001-001-006,20962372/18,14-01-01-6,2019-03-07,B.MITRE 844,Comuna 1,1036,C1036AAP,Micro Obra,10.36,"MITRE, BARTOLOME 844",-58.3784567306612,-34.6071261417498,"MITRE, BARTOLOME",844,San Nicolas,1
 , , , - - ,11657827/16,,2018-06-15,B.PAZOS 6338,Comuna 8,1439,C1439CJT,Obra Media,685.84,"BARROS PAZOS, JOSE 6338",-58.476501647885506,-34.6847970801698,"BARROS PAZOS, JOSE",6338,Villa Riachuelo,8
061,076,013,061-076-013,18060933/17,15-61-76-13,2017-09-05,B.VICTORICA 2888/90,Comuna 15,1427,C1427DGN,Obra Media,1155.85,"VICTORICA, BENJAMIN, GENERAL, AV. 2888",-58.4794218577539,-34.5857407769507,"VICTORICA, BENJAMIN, GENERAL, AV.",2888,Parque Chas,15
 , , , - - ,4602244/18,,2018-05-18,B.YRIGOYEN 1418/26,Comuna 1,1138,C1138ABF,Obra Mayor,5531.06,"IRIGOYEN, BERNARDO DE 1418",-58.3792113535679,-34.625247838986,"IRIGOYEN, BERNARDO DE",1418,Constitucion,1
065,022,001,065-022-001,26181737/18,05-65-22-01,2018-11-09,BACACAY 2906/10,Comuna 7,1406,C1406GEB,Obra Media,620.33,BACACAY 2906,-58.4708467701597,-34.628520752612,BACACAY,2906,Flores,7
065,013,022,065-013-022,32865847/18,5-65-13-22,2019-02-20,BACACAY 3051,Comuna 7,1406,C1406GEC,Obra Media,636.27,BACACAY 3051,-58.4729115378885,-34.6289875953782,BACACAY,3051,Flores,7
077,059,007,077-059-007,20573001/15,15-77-59-7,2017-10-09,BACACAY 4248/50,Comuna 10,1407,C1407EDT,Micro Obra,26.05,BACACAY 4248,-58.48707768279671,-34.6327144079242,BACACAY,4248,Velez Sarsfield,10
077,031,046,077-031-046,23868783/18,1-77-31-46,2018-10-31,BACACAY 4723/47,Comuna 10,1407,C1407EEC,Obra Media,986.25,BACACAY 4723,-58.4931760880614,-34.6342123973839,BACACAY,4723,Velez Sarsfield,10
 , , , - - ,3208949/18,,2018-04-13,BACON 5421/23,Comuna 11,1419,C1419AQM,Obra Menor,57.46,BACON 5421,-58.5159739916339,-34.5858354793588,BACON,5421,Villa Devoto,11
 , , , - - ,23181396/17,,2018-04-10,BAEZ 364/66,Comuna 14,1426,C1426BRH,Obra Media,641.36,BAEZ 364,-58.431901935434105,-34.57167432844691,BAEZ,364,Palermo,14
081,054,042,081-054-042,235402/14,15-81-54-42,2017-10-09,BAHIA BLANCA 2246,Comuna 10,1417,C1417ASD,Obra Menor,323.65,BAHIA BLANCA 2246,-58.498327380819305,-34.6134104438835,BAHIA BLANCA,2246,Monte Castro,10
083,084,001,083-084-001,16961298/18,15-83-084-001,2019-01-02,BAHIA BLANCA 4296,Comuna 11,1419,C1419BAN,Obra Media,1634.62,BAHIA BLANCA 4296,-58.5125748530359,-34.5975940476474,BAHIA BLANCA,4296,Villa Devoto,11
083,084,001,083-084-001,12961298/18,15-83-084-001,2018-12-20,BAHIA BLANCA 4296,Comuna 11,1419,C1419BAN,Micro Obra,,BAHIA BLANCA 4296,-58.5125748530359,-34.5975940476474,BAHIA BLANCA,4296,Villa Devoto,11
 , , , - - ,15866602/16,,2018-05-03,BAIGORRIA 259*0,Comuna 11,1417,C1417FQF,Obra Media,1388.73,BAIGORRIA 2590,-58.4847209622573,-34.6003921827309,BAIGORRIA,2590,Villa Del Parque,11
081,084,026,081-084-026,25262079/17,15-81-084-026,2017-12-14,BAIGORRIA 3819/23,Comuna 11,1417,C1417FRW,Obra Menor,406.17,BAIGORRIA 3819,-58.4994146607182,-34.6086171919022,BAIGORRIA,3819,Villa Del Parque,11
087,020B,028,087-020B-028,21931886/18,15-87-020B-028,2018-09-11,BAIGORRIA 5179/81,Comuna 11,1417,C1417FSW,Obra Media,554.87,BAIGORRIA 5179,-58.515353582291496,-34.61873518173691,BAIGORRIA,5179,Villa Devoto,11
087,06A,022a,087-06A-022a,28130462/17,15-87-6A-22a,2018-11-07,BAIGORRIA 5237/41,Comuna 11,1417,C1417FSY,Obra Media,1657.35,BAIGORRIA 5237,-58.5161795587955,-34.619474892902005,BAIGORRIA,5237,Villa Devoto,11
078,134,001,078-134-001,20369670/17,1-78-134-001,2017-10-27,BALBASTRO 5610,Comuna 8,1439,C1439ARN,Obra Media,836.7,BALBASTRO 5610,-58.4817240736982,-34.67109793458389,BALBASTRO,5610,Villa Lugano,8
078,135,012a,078-135-012a,26568186/18,1-78-135-12a,2018-10-29,BALBASTRO 5671/91,Comuna 8,1439,C1439ARM,Obra Menor,221.56,BALBASTRO 5671,-58.4823301580441,-34.67147886125511,BALBASTRO,5671,Villa Lugano,8
039,059,001e,039-059-001e,18112555/18,16-39-59-1E,2018-11-29,BALBIN 2422/26,Comuna 13,1428,C1428CVO,Obra Media,1132,"BALBIN, RICARDO, DR. AV. 2422",-58.465550240308104,-34.5626879220256,"BALBIN, RICARDO, DR. AV.",2422,Belgrano,13
049,24A,002,049-24A-002,27020334/18,15-49-24A-2,2018-11-26,BALBOA 439,Comuna 15,1427,C1427ATG,SIN INFORMACION,,BALBOA 439,-58.46714203566121,-34.5913342044243,BALBOA,439,Paternal,15
008,074,027,008-074-027,7163603/17,3-8-74-27,2018-08-28,BALCARCE 1471,Comuna 1,1153,C1153AAE,Obra Media,532.34,BALCARCE 1471,-58.3697848788249,-34.624851244288806,BALCARCE,1471,San Telmo,1
 , , , - - ,9603291/18,,2018-06-21,BALCARCE 22/80,Comuna 1,1064,C1064AAB,Obra Menor,147.6,BALCARCE 22,-58.370746722538605,-34.6079804417446,BALCARCE,22,Monserrat,1
 , , , - - ,14636250/18,,2018-05-31,BALCARCE 365/79,Comuna 1,1064,C1064AAG,Obra Mayor,5980.1,BALCARCE 365,-58.370595120309886,-34.611949963376304,BALCARCE,365,Monserrat,1
 , , , - - ,6348928/18,,2018-06-29,BALLIVIAN 2152,Comuna 15,1431,C1431CTB,Obra Media,518.66,BALLIVIAN 2152,-58.47283274293061,-34.578616224727696,BALLIVIAN,2152,Villa Ortuzar,15
 , , , - - ,29012303/17,,2018-06-05,BARADERO 128/32,Comuna 10,1407,C1407KFD,Obra Media,1672.86,BARADERO 128,-58.4770248365402,-34.6345305841641,BARADERO,128,Floresta,10
 , , , - - ,27718133/16,,2018-02-09,BARADERO 419,Comuna 10,1407,C1407KFI,Obra Media,996.27,BARADERO 419,-58.4758387975307,-34.637429352948,BARADERO,419,Floresta,10
030,063,031,030-063-031,12861117/18,08-030-063-031,2018-09-19,BARCALA 3021,Comuna 3,1243,C1243AAA,Obra Media,1381.84,BARCALA 3021,-58.407371371275396,-34.6253606891287,BARCALA,3021,San Cristobal,3
030,063,027,030-063-027,29331964/17,8-30-63-27,2019-01-02,BARCALA 3041,Comuna 3,1243,C1243AAA,Obra Media,1765.63,BARCALA 3041,-58.4077419865577,-34.6254015737377,BARCALA,3041,San Cristobal,3
030,063,027,030-063-027,29331964/18,8-30-63-27,2018-12-20,BARCOLA 3041,Comuna 3,1243,C1243AAA,Micro Obra,,BARCALA 3041,-58.4077419865577,-34.6254015737377,BARCALA,3041,San Cristobal,3
093,055,006,093-055-006,26239303/18,15-93-55-006,2019-01-15,BARRAGAN 942,Comuna 10,1408,C1408BVT,Obra Menor,84.12,BARRAGAN 942,-58.524974893525886,-34.6279977098566,BARRAGAN,942,Versalles,10
 , , , - - ,13963760/17,,2018-06-07,BARRAGUEIRA 2394,,,,Obra Media,1144.17,,,,,,,
 , , , - - ,23855650/17,,2018-02-19,BARRIO LUGANO V,,,,Obra Mayor,4053.25,,,,,,,
 , , , - - ,30306765/17,,2018-05-16,BARZANA 1151,Comuna 15,1427,C1427BGC,Obra Media,1925.64,BARZANA 1151,-58.479301885153596,-34.5896370451429,BARZANA,1151,Parque Chas,15
061,115,001,061-115-001,13436208/18,15-61-115-1,2018-12-10,BARZANA 1438/40,Comuna 15,1431,C1431EAB,Obra Menor,99.87,BARZANA 1438,-58.4820665216659,-34.5864497406636,BARZANA,1438,Parque Chas,15
061,118,011,061-118-011,29952500/17,15-61-118-11,2018-08-28,BARZANA 1532,Comuna 15,1431,C1431EAD,Obra Menor,66.41,BARZANA 1532,-58.482962105869504,-34.5853556605901,BARZANA,1532,Parque Chas,15
051,022,025,051-022-025,17693906/17,1-51-22-25,2017-09-26,BARZANA 1830,Comuna 12,1431,C1431EAJ,Obra Menor,70.5,BARZANA 1830,-58.48533576430921,-34.5824365703794,BARZANA,1830,Villa Urquiza,12
